"","x"
"3551","Preschool/ Primary"
"3552","Preschool/ Primary"
"3553","Matric"
"3554","No schooling"
"3555","No schooling"
"3556","Matric"
"3557","Intermediate"
"3558","Preschool/ Primary"
"3559","Preschool/ Primary"
"3560","Preschool/ Primary"
"3561","No schooling"
"3562","Intermediate"
"3563","Preschool/ Primary"
"3564","Middle"
"3565","Middle"
"3566","Preschool/ Primary"
"3567","Preschool/ Primary"
"3568","Preschool/ Primary"
"3569","Preschool/ Primary"
"3570","Preschool/ Primary"
"3571","Intermediate"
"3572","Preschool/ Primary"
"3573","Matric"
"3574","Matric"
"3575","Matric"
"3576","Middle"
"3577","No schooling"
"3578","Preschool/ Primary"
"3579","Preschool/ Primary"
"3580","Middle"
"3581","No schooling"
"3582","Matric"
"3583","Preschool/ Primary"
"3584","Masters or above"
"3585","Middle"
"3586","Middle"
"3587","No schooling"
"3588","Matric"
"3589","Intermediate"
"3590","Matric"
"3591","Intermediate"
"3592","Preschool/ Primary"
"3593","Matric"
"3594","Preschool/ Primary"
"3595","Graduation"
"3596","Middle"
"3597","Graduation"
"3598","Graduation"
"3599","No schooling"
"3600","Matric"
"3601","Matric"
"3602","Middle"
"3603","Graduation"
"3604","Preschool/ Primary"
"3605","Matric"
"3606","Matric"
"3607","Middle"
"3608","Preschool/ Primary"
"3609","Preschool/ Primary"
"3610","No schooling"
"3611","Masters or above"
"3612","Middle"
"3613","Matric"
"3614","No schooling"
"3615","Matric"
"3616","Masters or above"
"3617","Intermediate"
"3618","Intermediate"
"3619","Matric"
"3620","Matric"
"3621","Matric"
"3622","Matric"
"3623","Preschool/ Primary"
"3624","Preschool/ Primary"
"3625","No schooling"
"3626","Preschool/ Primary"
"3627","No schooling"
"3628","Preschool/ Primary"
"3629","Middle"
"3630","No schooling"
"3631","Intermediate"
"3632","Intermediate"
"3633","Preschool/ Primary"
"3634","Matric"
"3635","No schooling"
"3636","Masters or above"
"3637","Intermediate"
"3638","No schooling"
"3639","No schooling"
"3640","Middle"
"3641","Preschool/ Primary"
"3642","Matric"
"3643","Middle"
"3644","Graduation"
"3645","Preschool/ Primary"
"3646","Masters or above"
"3647","Graduation"
"3648","Intermediate"
"3649","Preschool/ Primary"
"3650","Graduation"
"3651","Matric"
"3652","Intermediate"
"3653","Matric"
"3654","Matric"
"3655","Middle"
"3656","Matric"
"3657","Masters or above"
"3658","Matric"
"3659","Graduation"
"3660","Middle"
"3661","No schooling"
"3662","Matric"
"3663","Preschool/ Primary"
"3664","Preschool/ Primary"
"3665","No schooling"
"3666","No schooling"
"3667","Preschool/ Primary"
"3668","No schooling"
"3669","Preschool/ Primary"
"3670","No schooling"
"3671","No schooling"
"3672","Preschool/ Primary"
"3673","Preschool/ Primary"
"3674","No schooling"
"3675","Intermediate"
"3676","Preschool/ Primary"
"3677","Preschool/ Primary"
"3678","Preschool/ Primary"
"3679","No schooling"
"3680","No schooling"
"3681","No schooling"
"3682","No schooling"
"3683","No schooling"
"3684","No schooling"
"3685","No schooling"
"3686","Preschool/ Primary"
"3687","No schooling"
"3688","Preschool/ Primary"
"3689","Preschool/ Primary"
"3690","Preschool/ Primary"
"3691","No schooling"
"3692","No schooling"
"3693","Preschool/ Primary"
"3694","No schooling"
"3695","No schooling"
"3696","Matric"
"3697","No schooling"
"3698","Intermediate"
"3699","No schooling"
"3700","Matric"
"3701","Preschool/ Primary"
"3702","No schooling"
"3703","Preschool/ Primary"
"3704","No schooling"
"3705","Preschool/ Primary"
"3706","No schooling"
"3707","Matric"
"3708","No schooling"
"3709","Preschool/ Primary"
"3710","No schooling"
"3711","Matric"
"3712","Matric"
"3713","Middle"
"3714","No schooling"
"3715","Preschool/ Primary"
"3716","Preschool/ Primary"
"3717","Graduation"
"3718","Middle"
"3719","Preschool/ Primary"
"3720","Matric"
"3721","Preschool/ Primary"
"3722","No schooling"
"3723","Preschool/ Primary"
"3724","No schooling"
"3725","Preschool/ Primary"
"3726","Preschool/ Primary"
"3727","Matric"
"3728","No schooling"
"3729","Preschool/ Primary"
"3730","No schooling"
"3731","Graduation"
"3732","Intermediate"
"3733","Preschool/ Primary"
"3734","Preschool/ Primary"
"3735","No schooling"
"3736","Matric"
"3737","Preschool/ Primary"
"3738","No schooling"
"3739","No schooling"
"3740","Preschool/ Primary"
"3741","Masters or above"
"3742","Matric"
"3743","No schooling"
"3744","Preschool/ Primary"
"3745","Intermediate"
"3746","Preschool/ Primary"
"3747","No schooling"
"3748","No schooling"
"3749","No schooling"
"3750","Matric"
"3751","Preschool/ Primary"
"3752","Preschool/ Primary"
"3753","No schooling"
"3754","Matric"
"3755","Masters or above"
"3756","Matric"
"3757","Intermediate"
"3758","No schooling"
"3759","Graduation"
"3760","Graduation"
"3761","No schooling"
"3762","Middle"
"3763","Matric"
"3764","Matric"
"3765","Preschool/ Primary"
"3766","Middle"
"3767","No schooling"
"3768","Middle"
"3769","Matric"
"3770","Preschool/ Primary"
"3771","Matric"
"3772","Preschool/ Primary"
"3773","Middle"
"3774","Preschool/ Primary"
"3775","Graduation"
"3776","No schooling"
"3777","Matric"
"3778","No schooling"
"3779","Middle"
"3780","Graduation"
"3781","Preschool/ Primary"
"3782","Matric"
"3783","Middle"
"3784","Preschool/ Primary"
"3785","No schooling"
"3786","Preschool/ Primary"
"3787","Matric"
"3788","Graduation"
"3789","No schooling"
"3790","Masters or above"
"3791","No schooling"
"3792","No schooling"
"3793","Middle"
"3794","No schooling"
"3795","Matric"
"3796","No schooling"
"3797","No schooling"
"3798","Middle"
"3799","Matric"
"3800","Preschool/ Primary"
"3801","No schooling"
"3802","Preschool/ Primary"
"3803","No schooling"
"3804","No schooling"
"3805","No schooling"
"3806","Preschool/ Primary"
"3807","No schooling"
"3808","No schooling"
"3809","No schooling"
"3810","No schooling"
"3811","No schooling"
"3812","Preschool/ Primary"
"3813","No schooling"
"3814","No schooling"
"3815","Preschool/ Primary"
"3816","Middle"
"3817","No schooling"
"3818","Middle"
"3819","No schooling"
"3820","Preschool/ Primary"
"3821","Preschool/ Primary"
"3822","No schooling"
"3823","Preschool/ Primary"
"3824","Middle"
"3825","Preschool/ Primary"
"3826","Middle"
"3827","Preschool/ Primary"
"3828","Preschool/ Primary"
"3829","Preschool/ Primary"
"3830","No schooling"
"3831","No schooling"
"3832","Matric"
"3833","Middle"
"3834","Preschool/ Primary"
"3835","Preschool/ Primary"
"3836","Preschool/ Primary"
"3837","Preschool/ Primary"
"3838","No schooling"
"3839","Intermediate"
"3840","No schooling"
"3841","No schooling"
"3842","No schooling"
"3843","Preschool/ Primary"
"3844","No schooling"
"3845","Matric"
"3846","Intermediate"
"3847","No schooling"
"3848","No schooling"
"3849","Preschool/ Primary"
"3850","Middle"
"3851","Preschool/ Primary"
"3852","Matric"
"3853","No schooling"
"3854","Preschool/ Primary"
"3855","Intermediate"
"3856","Preschool/ Primary"
"3857","Matric"
"3858","Preschool/ Primary"
"3859","No schooling"
"3860","No schooling"
"3861","No schooling"
"3862","No schooling"
"3863","No schooling"
"3864","Masters or above"
"3865","No schooling"
"3866","No schooling"
"3867","No schooling"
"3868","Preschool/ Primary"
"3869","No schooling"
"3870","No schooling"
"3871","Preschool/ Primary"
"3872","Matric"
"3873","No schooling"
"3874","Preschool/ Primary"
"3875","Matric"
"3876","No schooling"
"3877","No schooling"
"3878","Matric"
"3879","Preschool/ Primary"
"3880","Preschool/ Primary"
"3881","Preschool/ Primary"
"3882","Preschool/ Primary"
"3883","Preschool/ Primary"
"3884","Preschool/ Primary"
"3885","Preschool/ Primary"
"3886","No schooling"
"3887","Preschool/ Primary"
"3888","No schooling"
"3889","Preschool/ Primary"
"3890","Preschool/ Primary"
"3891","No schooling"
"3892","No schooling"
"3893","Preschool/ Primary"
"3894","Preschool/ Primary"
"3895","Preschool/ Primary"
"3896","Preschool/ Primary"
"3897","No schooling"
"3898","No schooling"
"3899","Matric"
"3900","Preschool/ Primary"
"3901","No schooling"
"3902","No schooling"
"3903","Preschool/ Primary"
"3904","Preschool/ Primary"
"3905","Matric"
"3906","No schooling"
"3907","No schooling"
"3908","Preschool/ Primary"
"3909","No schooling"
"3910","Matric"
"3911","No schooling"
"3912","Intermediate"
"3913","Preschool/ Primary"
"3914","No schooling"
"3915","Masters or above"
"3916","Matric"
"3917","Middle"
"3918","Preschool/ Primary"
"3919","Masters or above"
"3920","No schooling"
"3921","Matric"
"3922","Matric"
"3923","Matric"
"3924","Masters or above"
"3925","No schooling"
"3926","No schooling"
"3927","No schooling"
"3928","Preschool/ Primary"
"3929","Matric"
"3930","Middle"
"3931","Middle"
"3932","No schooling"
"3933","No schooling"
"3934","No schooling"
"3935","Matric"
"3936","Matric"
"3937","Matric"
"3938","Preschool/ Primary"
"3939","Preschool/ Primary"
"3940","Preschool/ Primary"
"3941","Preschool/ Primary"
"3942","No schooling"
"3943","Masters or above"
"3944","Preschool/ Primary"
"3945","Matric"
"3946","Matric"
"3947","Preschool/ Primary"
"3948","Preschool/ Primary"
"3949","Intermediate"
"3950","Matric"
"3951","No schooling"
"3952","Matric"
"3953","Preschool/ Primary"
"3954","Preschool/ Primary"
"3955","Preschool/ Primary"
"3956","No schooling"
"3957","Middle"
"3958","No schooling"
"3959","No schooling"
"3960","Preschool/ Primary"
"3961","No schooling"
"3962","No schooling"
"3963","Preschool/ Primary"
"3964","No schooling"
"3965","Preschool/ Primary"
"3966","No schooling"
"3967","No schooling"
"3968","Matric"
"3969","Preschool/ Primary"
"3970","Preschool/ Primary"
"3971","No schooling"
"3972","No schooling"
"3973","No schooling"
"3974","No schooling"
"3975","No schooling"
"3976","Preschool/ Primary"
"3977","No schooling"
"3978","Preschool/ Primary"
"3979","No schooling"
"3980","Matric"
"3981","Preschool/ Primary"
"3982","No schooling"
"3983","No schooling"
"3984","No schooling"
"3985","Preschool/ Primary"
"3986","No schooling"
"3987","Matric"
"3988","Preschool/ Primary"
"3989","Preschool/ Primary"
"3990","No schooling"
"3991","No schooling"
"3992","No schooling"
"3993","No schooling"
"3994","Preschool/ Primary"
"3995","No schooling"
"3996","No schooling"
"3997","Preschool/ Primary"
"3998","No schooling"
"3999","No schooling"
"4000","No schooling"
"4001","No schooling"
"4002","Preschool/ Primary"
"4003","No schooling"
"4004","No schooling"
"4005","Middle"
"4006","Preschool/ Primary"
"4007","Preschool/ Primary"
"4008","No schooling"
"4009","No schooling"
"4010","Preschool/ Primary"
"4011","Preschool/ Primary"
"4012","Middle"
"4013","No schooling"
"4014","No schooling"
"4015","Preschool/ Primary"
"4016","No schooling"
"4017","No schooling"
"4018","No schooling"
"4019","Preschool/ Primary"
"4020","No schooling"
"4021","No schooling"
"4022","No schooling"
"4023","No schooling"
"4024","No schooling"
"4025","Preschool/ Primary"
"4026","Preschool/ Primary"
"4027","No schooling"
"4028","No schooling"
"4029","No schooling"
"4030","Middle"
"4031","No schooling"
"4032","No schooling"
"4033","No schooling"
"4034","Preschool/ Primary"
"4035","No schooling"
"4036","No schooling"
"4037","Preschool/ Primary"
"4038","No schooling"
"4039","Middle"
"4040","No schooling"
"4041","No schooling"
"4042","No schooling"
"4043","Preschool/ Primary"
"4044","No schooling"
"4045","No schooling"
"4046","No schooling"
"4047","No schooling"
"4048","Preschool/ Primary"
"4049","No schooling"
"4050","No schooling"
"4051","Preschool/ Primary"
"4052","No schooling"
"4053","No schooling"
"4054","No schooling"
"4055","No schooling"
"4056","No schooling"
"4057","Preschool/ Primary"
"4058","No schooling"
"4059","No schooling"
"4060","No schooling"
"4061","No schooling"
"4062","Matric"
"4063","Preschool/ Primary"
"4064","Preschool/ Primary"
"4065","Preschool/ Primary"
"4066","Middle"
"4067","No schooling"
"4068","No schooling"
"4069","No schooling"
"4070","Preschool/ Primary"
"4071","No schooling"
"4072","No schooling"
"4073","No schooling"
"4074","No schooling"
"4075","No schooling"
"4076","No schooling"
"4077","No schooling"
"4078","Preschool/ Primary"
"4079","Preschool/ Primary"
"4080","No schooling"
"4081","Preschool/ Primary"
"4082","Preschool/ Primary"
"4083","No schooling"
"4084","Preschool/ Primary"
"4085","No schooling"
"4086","Preschool/ Primary"
"4087","No schooling"
"4088","Preschool/ Primary"
"4089","No schooling"
"4090","No schooling"
"4091","No schooling"
"4092","Preschool/ Primary"
"4093","No schooling"
"4094","Preschool/ Primary"
"4095","No schooling"
"4096","Matric"
"4097","No schooling"
"4098","Preschool/ Primary"
"4099","No schooling"
"4100","No schooling"
"4101","Preschool/ Primary"
"4102","Preschool/ Primary"
"4103","No schooling"
"4104","No schooling"
"4105","No schooling"
"4106","No schooling"
"4107","Preschool/ Primary"
"4108","No schooling"
"4109","No schooling"
"4110","Middle"
"4111","Preschool/ Primary"
"4112","No schooling"
"4113","No schooling"
"4114","No schooling"
"4115","No schooling"
"4116","No schooling"
"4117","No schooling"
"4118","No schooling"
"4119","No schooling"
"4120","No schooling"
"4121","No schooling"
"4122","Middle"
"4123","No schooling"
"4124","Graduation"
"4125","No schooling"
"4126","No schooling"
"4127","Middle"
"4128","No schooling"
"4129","Middle"
"4130","Middle"
"4131","No schooling"
"4132","No schooling"
"4133","Preschool/ Primary"
"4134","Preschool/ Primary"
"4135","Preschool/ Primary"
"4136","No schooling"
"4137","Preschool/ Primary"
"4138","Preschool/ Primary"
"4139","No schooling"
"4140","No schooling"
"4141","No schooling"
"4142","No schooling"
"4143","Preschool/ Primary"
"4144","No schooling"
"4145","No schooling"
"4146","No schooling"
"4147","No schooling"
"4148","No schooling"
"4149","No schooling"
"4150","Matric"
"4151","Masters or above"
"4152","Intermediate"
"4153","No schooling"
"4154","Graduation"
"4155","No schooling"
"4156","No schooling"
"4157","No schooling"
"4158","No schooling"
"4159","Graduation"
"4160","Middle"
"4161","Masters or above"
"4162","Preschool/ Primary"
"4163","No schooling"
"4164","Preschool/ Primary"
"4165","No schooling"
"4166","Preschool/ Primary"
"4167","No schooling"
"4168","Middle"
"4169","Preschool/ Primary"
"4170","No schooling"
"4171","No schooling"
"4172","No schooling"
"4173","Matric"
"4174","Preschool/ Primary"
"4175","Preschool/ Primary"
"4176","Preschool/ Primary"
"4177","Middle"
"4178","No schooling"
"4179","No schooling"
"4180","Preschool/ Primary"
"4181","Matric"
"4182","No schooling"
"4183","Intermediate"
"4184","Matric"
"4185","Preschool/ Primary"
"4186","No schooling"
"4187","No schooling"
"4188","Preschool/ Primary"
"4189","No schooling"
"4190","Preschool/ Primary"
"4191","No schooling"
"4192","No schooling"
"4193","No schooling"
"4194","No schooling"
"4195","No schooling"
"4196","Preschool/ Primary"
"4197","No schooling"
"4198","No schooling"
"4199","No schooling"
"4200","No schooling"
"4201","No schooling"
"4202","Preschool/ Primary"
"4203","Preschool/ Primary"
"4204","No schooling"
"4205","No schooling"
"4206","Preschool/ Primary"
"4207","No schooling"
"4208","No schooling"
"4209","No schooling"
"4210","Preschool/ Primary"
"4211","No schooling"
"4212","No schooling"
"4213","No schooling"
"4214","No schooling"
"4215","No schooling"
"4216","No schooling"
"4217","Preschool/ Primary"
"4218","No schooling"
"4219","No schooling"
"4220","Middle"
"4221","Middle"
"4222","Preschool/ Primary"
"4223","No schooling"
"4224","No schooling"
"4225","Preschool/ Primary"
"4226","Middle"
"4227","No schooling"
"4228","No schooling"
"4229","No schooling"
"4230","No schooling"
"4231","No schooling"
"4232","No schooling"
"4233","No schooling"
"4234","No schooling"
"4235","Preschool/ Primary"
"4236","No schooling"
"4237","No schooling"
"4238","No schooling"
"4239","No schooling"
"4240","No schooling"
"4241","Preschool/ Primary"
"4242","No schooling"
"4243","No schooling"
"4244","Preschool/ Primary"
"4245","No schooling"
"4246","No schooling"
"4247","No schooling"
"4248","No schooling"
"4249","No schooling"
"4250","No schooling"
"4251","No schooling"
"4252","No schooling"
"4253","No schooling"
"4254","No schooling"
"4255","No schooling"
"4256","No schooling"
"4257","No schooling"
"4258","No schooling"
"4259","No schooling"
"4260","No schooling"
"4261","No schooling"
"4262","No schooling"
"4263","No schooling"
"4264","No schooling"
"4265","Preschool/ Primary"
"4266","No schooling"
"4267","No schooling"
"4268","No schooling"
"4269","No schooling"
"4270","No schooling"
"4271","No schooling"
"4272","No schooling"
"4273","No schooling"
"4274","No schooling"
"4275","Preschool/ Primary"
"4276","No schooling"
"4277","No schooling"
"4278","No schooling"
"4279","No schooling"
"4280","No schooling"
"4281","No schooling"
"4282","Middle"
"4283","No schooling"
"4284","Preschool/ Primary"
"4285","No schooling"
"4286","Preschool/ Primary"
"4287","Preschool/ Primary"
"4288","Preschool/ Primary"
"4289","Middle"
"4290","No schooling"
"4291","Preschool/ Primary"
